id;from;to;text;text to check;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbs;undefined;time
163;JAR JAR;QUI-GON;Oh no! Wesa dyin' here.;;INT. SUB COCKPIT - UNDERWATER;5;0;0;0;0;0;0;0;0;0;45
164;QUI-GON;JAR JAR;Just relax. We're not in trouble yet.;;INT. SUB COCKPIT - UNDERWATER;7;0;0;0;0;0;0;0;0;0;63
165;JAR JAR;QUI-GON;What yet? Monstairs out dare! Leak'n in here, all'n sink'n, and nooooo power! You nutsen! WHEN YOUSA TINK WESA IN TROUBLE?!?;;INT. SUB COCKPIT - UNDERWATER;21;0;0;0;0;0;0;0;0;0;189
166;OBI-WAN;QUI-GON;Power's back.;;INT. SUB COCKPIT - UNDERWATER;2;0;0;0;0;0;0;0;0;0;18
167;JAR JAR;OBI-WAN;Monstairs back!;;INT. SUB COCKPIT - UNDERWATER;2;0;0;0;0;0;0;0;0;0;18
168;QUI-GON;JAR JAR;Relax.;;INT. SUB COCKPIT - UNDERWATER;1;0;0;0;0;0;0;0;0;0;9
169;OBI-WAN;QUI-GON;You overdid it.;;INT. SUB COCKPIT - UNDERWATER;3;0;0;0;0;0;0;0;0;0;27
170;QUI-GON;OBI-WAN;Head for that outcropping.;;INT. SUB COCKPIT - UNDERWATER;4;0;0;0;0;0;0;0;0;0;36
171;JAR JAR;QUI-GON;Wesa dead yet? Oie Boie!;;INT. SUB COCKPIT - UNDERWATER;5;0;0;0;0;0;0;0;0;0;45
172;OOM-9;NUTE;Viceroy, we have captured the queen.;;EXT. THEED PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
173;NUTE;RUNE;Ah, victory!;;EXT. THEED PLAZA - DAY;2;0;0;0;0;0;0;0;0;0;18
174;JAR JAR;OBI-WAN;Wesa dude it!;;INT. NABOO LAKE - UNDERWATER - SUB (FX);3;0;0;0;0;0;0;0;0;0;27
175;BIBBLE;NUTE;how will you explain this invasion to the Senate?;;INT. THEED - PALACE THRONE ROOM - DAY;9;0;0;0;0;0;0;0;0;0;81
176;NUTE;BIBBLE;The Naboo and the Federation will forge a treaty that will legitimize our occupation here. I've been assured it will be ratified by the Senate.;;INT. THEED - PALACE THRONE ROOM - DAY;25;0;0;0;0;0;0;0;0;0;225
177;AMIDALA;NUTE;I will not co-operate.;;INT. THEED - PALACE THRONE ROOM - DAY;4;0;0;0;0;0;0;0;0;0;36
178;NUTE;AMIDALA;Now, now, your Highness. You are not going to like what we have in store for your people. In time, their suffering will persuade you to see our point of view. Commander. Process them.;;INT. THEED - PALACE THRONE ROOM - DAY;34;0;0;0;0;0;0;0;0;0;306
179;OOM-9;OOM-CAPTAIN;Yes, sir! Take them to Camp Four.;;INT. THEED - PALACE THRONE ROOM - DAY;7;0;0;0;0;0;0;0;0;0;63
180;QUI-GON;AMIDALA;We should leave the street, Your Highness.;;EXT. PALACE - PLAZA - DAY;7;0;0;0;0;0;0;0;0;0;63
181;CAPT. PANAKA;SOLDIER;Get their weapons.;;EXT. PALACE - PLAZA - DAY;3;0;0;0;0;0;0;0;0;0;27
182;JAR JAR;QUI-GON;Yousa guys bombad!;;EXT. PALACE - PLAZA - DAY;3;0;0;0;0;0;0;0;0;0;27
183;QUI-GON;AMIDALA;Your Highness, we are the Ambassadors, for the Supreme Chancellor.;;EXT. PALACE - PLAZA - DAY;10;0;0;0;0;0;0;0;0;0;90
184;BIBBLE;QUI-GON :Your negotiations seem;;;EXT. PALACE - PLAZA - DAY;0;0;0;0;0;0;0;0;0;0;0
185;QUI-GON;BIBBLE;The negotiations never took place. Your Highness, we must make contact with the republic.;;EXT. PALACE - PLAZA - DAY;14;0;0;0;0;0;0;0;0;0;126
186;CAPT. PANAKA;QUI-GON;They've knocked out all our communications.;;EXT. PALACE - PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
187;QUI-GON;CAPT. PANAKA;Do you have transports?;;EXT. PALACE - PLAZA - DAY;4;0;0;0;0;0;0;0;0;0;36
188;CAPT. PANAKA;QUI-GON;In the main hanger. This way.;;EXT. PALACE - PLAZA - DAY;6;0;0;0;0;0;0;0;0;0;54
189;CAPT. PANAKA;QUI-GON;There are too many of them.;;INT. CENTRAL HANGER - HALLWAY - DAY;6;0;0;0;0;0;0;0;0;0;54
190;QUI-GON;AMIDALA;That won't be a problem. Your Highness, under the circumstances, I suggest you come to Coruscant with us.;;INT. CENTRAL HANGER - HALLWAY - DAY;18;0;0;0;0;0;0;0;0;0;162
191;AMIDALA;QUI-GON;Thank you, Ambassador, but my place is here with my people.;;INT. CENTRAL HANGER - HALLWAY - DAY;11;0;0;0;0;0;0;0;0;0;99
192;QUI-GON;AMIDALA;They will kill you if you stay.;;INT. CENTRAL HANGER - HALLWAY - DAY;7;0;0;0;0;0;0;0;0;0;63
193;BIBBLE;QUI-GON :They wouldn't dare.;;;INT. CENTRAL HANGER - HALLWAY - DAY;0;0;0;0;0;0;0;0;0;0;0
194;CAPT. PANAKA;QUI-GON;They need her to sign a treaty to make this invasion of theirs legal. They can't afford to kill her.;;INT. CENTRAL HANGER - HALLWAY - DAY;20;0;0;0;0;0;0;0;0;0;180
195;QUI-GON;AMIDALA;The situation here is not what it seems. There is something else behind all this, Your Highness. There is no logic in the Federation's move here. My feelings tell me they will destroy you.;;INT. CENTRAL HANGER - HALLWAY - DAY;34;0;0;0;0;0;0;0;0;0;306
196;BIBBLE;AMIDALA;Our only hope is for the Senate to side with us Senator Palpatine will need your help.;;INT. CENTRAL HANGER - HALLWAY - DAY;17;0;0;0;0;0;0;0;0;0;153
197;AMIDALA;BIBBLE;Either choice presents a great risk to all of us;;INT. CENTRAL HANGER - HALLWAY - DAY;10;0;0;0;0;0;0;0;0;0;90
198;PADME;AMIDALA;We are brave, Your Highness.;;INT. CENTRAL HANGER - HALLWAY - DAY;5;0;0;0;0;0;0;0;0;0;45
199;QUI-GON;AMIDALA;If you are to leave, Your Highness, it must be now.;;INT. CENTRAL HANGER - HALLWAY - DAY;11;0;0;0;0;0;0;0;0;0;99
200;AMIDALA;QUI-GON;Then, I will plead our case before the Senate. Be careful, Governor.;;INT. CENTRAL HANGER - HALLWAY - DAY;12;0;0;0;0;0;0;0;0;0;108
201;CAPT. PANAKA;QUI-GON;We need to free those pilots.;;INT. CENTRAL HANGER - DAY;6;0;0;0;0;0;0;0;0;0;54
202;QUI-GON;CAPT. PANAKA;Ill deal with that.;;INT. CENTRAL HANGER - DAY;4;0;0;0;0;0;0;0;0;0;36
203;GUARD DROID;QUI-GON;Halt.;;INT. CENTRAL HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
204;QUI-GON GUARD DROID;;I'm Ambassador for the Supreme Chancellor, and I'm taking those people to Coruscant.;;INT. CENTRAL HANGER - DAY;13;0;0;0;0;0;0;0;0;0;117
205;GUARD DROID;QUI-GON;Where are you taking them?;;INT. CENTRAL HANGER - DAY;5;0;0;0;0;0;0;0;0;0;45
206;QUI-GON GUARD DROID;;To Coruscant.;;INT. CENTRAL HANGER - DAY;2;0;0;0;0;0;0;0;0;0;18
207;GUARD DROID;QUI-GON;Coruscant? U h, that doesn't compute. Uh, wait. U h, you're under arrest.;;INT. CENTRAL HANGER - DAY;13;0;0;0;0;0;0;0;0;0;117
208;CAPT. PANAKA;PADME;Come on. Move!;;INT. CENTRAL HANGER - DAY;3;0;0;0;0;0;0;0;0;0;27
209;OBI-WAN;PILOTS;GO!;;INT. CENTRAL HANGER - DAY;1;0;0;0;0;0;0;0;0;0;9
210;RIC OLIE;;our communications are still jammed.;;INT. NABOO SPACECRAFT - COCKPIT;5;0;0;0;0;0;0;0;0;0;45
211;OBI-WAN;JAR JAR;Now stay here, and keep out of trouble.;;INT. NABOO SPACECRAFT - DROID HOLD;8;0;0;0;0;0;0;0;0;0;72
212;JAR JAR;JAR JAR;Ello, boyos.;;INT. NABOO SPACECRAFT - DROID HOLD;2;0;0;0;0;0;0;0;0;0;18
213;RIC OLIE;QUI-GON;There's the blockade.;;INT. NABOO SPACECRAFT - DROID HOLD;3;0;0;0;0;0;0;0;0;0;27
214;RIC OLIE;QUI-GON;The shield generator's been hit!;;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
215;OBI-WAN;RIC OLIE;We're losing droids fast.;;INT. NABOO SPACECRAFT - DROID HOLD;4;0;0;0;0;0;0;0;0;0;36
216;RIC OLIE;OBI-WAN;If we can't get the shield generator fixed, we'll be sitting ducks.;;INT. NABOO SPACECRAFT - DROID HOLD;12;0;0;0;0;0;0;0;0;0;108
217;RIC OLIE;OBI-WAN;The shields are gone.;;INT. NABOO SPACECRAFT - DROID HOLD;4;0;0;0;0;0;0;0;0;0;36
218;RIC OLIE;OBI-WAN;Powers back! That little droid did it. He bypassed the main power drive. Deflector shield up, at maximum.;;INT. NABOO SPACECRAFT - DROID HOLD;18;0;0;0;0;0;0;0;0;0;162
219;RIC OLIE;OBI-WAN;There's not enough power to get us to Coruscant the hyperdrive is leaking.;;INT. NABOO SPACECRAFT - DROID HOLD;13;0;0;0;0;0;0;0;0;0;117
220;QUI-GON;RIC OLIE;We'll have to land somewhere to refuel and repair the ship.;;INT. NABOO SPACECRAFT - DROID HOLD;11;0;0;0;0;0;0;0;0;0;99
221;OBI-WAN;QUI-GON;Here, Master. Tatooine It's small, out of the way, poor The Trade Federation has no presence there.;;INT. NABOO SPACECRAFT - DROID HOLD;17;0;0;0;0;0;0;0;0;0;153
222;CAPT. PANAKA;OBI-WAN;How can you be sure?;;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
223;QUI-GON;CAPT. PANAKA;It's controlled by the Hutts;;INT. NABOO SPACECRAFT - DROID HOLD;5;0;0;0;0;0;0;0;0;0;45
224;CAPT. PANAKA;QUI-GON;You can't take Her Royal Highness there! The Hutts are gangsters If they discovered her;;INT. NABOO SPACECRAFT - DROID HOLD;15;0;0;0;0;0;0;0;0;0;135
225;QUI-GON;CAPT. PANAKA;It would be no different than if we landed on a system controlled by the Federation except the Hutts aren't looking for her, which gives us an advantage.;;INT. NABOO SPACECRAFT - DROID HOLD;28;0;0;0;0;0;0;0;0;0;252
226;DARTH SIDIOUS;NUTE;And Queen Amidala, has she signed the treaty?;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;8;0;0;0;0;0;0;0;0;0;72
227;NUTE;DARTH SIDIOUS;She has disappeared, My Lord. One Naboo cruiser got pat the blockade.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;12;0;0;0;0;0;0;0;0;0;108
228;DARTH SIDIOUS;NUTE;Viceroy, find her! I want that treaty signed.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;8;0;0;0;0;0;0;0;0;0;72
229;NUTE;DARTH SIDIOUS;My Lord, it's impossible to locate the ship. It's out of our range.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;13;0;0;0;0;0;0;0;0;0;117
230;DARTH SIDIOUS;NUTE;not for a Sith. Viceroy, this is my apprentice. Lord Maul. He will find your lost ship.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;17;0;0;0;0;0;0;0;0;0;153
231;NUTE;RUNE;This is getting out of hand now there are two of them.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;12;0;0;0;0;0;0;0;0;0;108
232;RUNE;NUTE;We should not have made this bargain.;;INT. FEDERATION BATTLESHIP - CONFERENCE ROOM;7;0;0;0;0;0;0;0;0;0;63
233;CAPT. PANAKA;AMIDALA;An extremely well put together little droid. Without a doubt, it saved the ship, as well as our lives.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;19;0;0;0;0;0;0;0;0;0;171
234;AMIDALA;CAPT. PANAKA;It is to be commended what is its number?;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;9;0;0;0;0;0;0;0;0;0;81
235;CAPT. PANAKA;AMIDALA;R2-D2, Your Highness.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;3;0;0;0;0;0;0;0;0;0;27
236;AMIDALA;ARTOO;Thank you, ARTOO Detoo. You have proven to be very loyal Padme;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;12;0;0;0;0;0;0;0;0;0;108
237;ARTOO;AMIDALA;Beeps;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;1;0;0;0;0;0;0;0;0;0;9
238;AMIDALA;PADME;Clean this droid up the best you can. It deserves our gratitude.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;12;0;0;0;0;0;0;0;0;0;108
239;AMIDALA;CAPT. PANAKA;Continue, Captain.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;2;0;0;0;0;0;0;0;0;0;18
240;QUI-GON;AMIDALA;Yor Highness, we are heading for a remote planet called Tatooine. It is a system far beyond the reach of the Trade Federation.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;23;0;0;0;0;0;0;0;0;0;207
241;CAPT. PANAKA;AMIDALA;I do not agree with the Jedi on this.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;9;0;0;0;0;0;0;0;0;0;81
242;QUI-GON;AMIDALA;You must trust my judgement, Your Highness.;;INT. NABOO SPACECRAFT - QUEENS CHAMBERS;7;0;0;0;0;0;0;0;0;0;63
243;JAR JAR;PADME;Hidoe! Sorry, nomeanen to scare yousa.;;INT. NABOO SPACECRAFT - MAIN AREA;6;0;0;0;0;0;0;0;0;0;54
244;ARTOO;PADME;beeps;;INT. NABOO SPACECRAFT - MAIN AREA;1;0;0;0;0;0;0;0;0;0;9
245;JAR JAR;PADME;Mesa Ja Ja Binksss;;INT. NABOO SPACECRAFT - MAIN AREA;4;0;0;0;0;0;0;0;0;0;36
246;PADME;JAR JAR;I'm Padme, I attend Her Highness, You're a Gungan, aren't you? How did you end up here with us?;;INT. NABOO SPACECRAFT - MAIN AREA;19;0;0;0;0;0;0;0;0;0;171
247;JAR JAR;PADME;Me no know mesa day starten pitty okeyday witda brisky morning munchen. Den boom getten berry skeered, un grabbed dat Jedi, and before mesa knowen it pow! Mesa here. Getten berry berry skeered.;;INT. NABOO SPACECRAFT - MAIN AREA;33;0;0;0;0;0;0;0;0;0;297
248;ARTOO;JAR JAR;beeps;;INT. NABOO SPACECRAFT - MAIN AREA;1;0;0;0;0;0;0;0;0;0;9
249;OBI-WAN;QUI-GON;That's it. Tatooine.;;INT. ANBOO SPACECRAFT - COCKPIT;3;0;0;0;0;0;0;0;0;0;27
250;RIC OLIE;QUI-GON;There's a settlement a spaceport, looks like.;;INT. ANBOO SPACECRAFT - COCKPIT;7;0;0;0;0;0;0;0;0;0;63
251;QUI-GON;RIC OLIE;Land near the outskirts. We don't want to attract any attention.;;INT. ANBOO SPACECRAFT - COCKPIT;11;0;0;0;0;0;0;0;0;0;99
252;OBI-WAN;QUI-GON;The Hyperdrive generator is gone. We will need a new one.;;EXT. NABOO SPACECRAFT - MAIN AREA;11;0;0;0;0;0;0;0;0;0;99
253;QUI-GON;X_X;That'll complicate things. Be wary. I sense a disturbance in the Force.;;EXT. NABOO SPACECRAFT - MAIN AREA;12;0;0;0;0;0;0;0;0;0;108
254;OBI-WAN;X_X;I fell it also, Master.;;EXT. NABOO SPACECRAFT - MAIN AREA;5;0;0;0;0;0;0;0;0;0;45
255;QUI-GON;X_X;Don't let them send any transmissions.;;EXT. NABOO SPACECRAFT - MAIN AREA;6;0;0;0;0;0;0;0;0;0;54
256;JAR JAR;QUI-GON;Dis sun doen murder tada skin.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;6;0;0;0;0;0;0;0;0;0;54
257;CAPT. PANAKA;QUI-GON;Wait ! Her Highness commands you to take her handmaiden with you. She wishes for her to observe the local;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;20;0;0;0;0;0;0;0;0;0;180
258;QUI-GON;CAPT. PANAKA;No more commands from Her Highness today, Captain. This spaceport is not going to be pleasant;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;16;0;0;0;0;0;0;0;0;0;144
259;CAPT. PANAKA;QUI-GON;The Queen wishes it. She is curious about this planet.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;10;0;0;0;0;0;0;0;0;0;90
260;QUI-GON;CAPT. PANAKA;This is not a good idea. Stay close to me.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;10;0;0;0;0;0;0;0;0;0;90
261;ARTOO;QUI-GON;beeps;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;1;0;0;0;0;0;0;0;0;0;9
262;QUI-GON;PADME;moisture farms for the most part, but also a few indigenous tribes and scavengers. The few spaceports like this one are havens for those who do not wish to be found;;EXT. MOS ESPA - STREET - DAY;31;0;0;0;0;0;0;0;0;0;279
263;PADME;QUI-GON;like us.;;EXT. MOS ESPA - STREET - DAY;2;0;0;0;0;0;0;0;0;0;18
264;JAR JAR;QUI-GON;Dissen berry, berry bad. Icky, icky goo!;;EXT. MOS ESPA - STREET - DAY;7;0;0;0;0;0;0;0;0;0;63
265;QUI-GON;PADME;We'll try one of the smaller dealers.;;EXT. MOS ESPA - JUNK DEALER PLAZA - DAY;7;0;0;0;0;0;0;0;0;0;63
266;WATTO;QUI-GON;Good day to you.;;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
267;QUI-GON;WATTO;I need parts for a J-type 327 Nubian.;;INT. WATTO'S JUNK SHOP - DAY;8;0;0;0;0;0;0;0;0;0;72
268;WATTO;QUI-GON;Ah yes, ah yes. Nubian. We have lots of that. What kinda junk? Peedenkel! Naba dee unko;;INT. WATTO'S JUNK SHOP - DAY;17;0;0;0;0;0;0;0;0;0;153
269;QUI-GON;WATTO;My droid here has a readout of what I need.;;INT. WATTO'S JUNK SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
270;WATTO;QUI-GON;Coona tee-tocky malia?;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
271;ANAKIN;WATTO;Mel tassa cho-passa;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
272;WATTO;ANAKIN;Chut-Chut! Ganda doe wallya. Me dwana no bata. Soooo, let me take- a thee out back. Ni you'll find what you need.;;INT. WATTO'S JUNK SHOP - DAY;22;0;0;0;0;0;0;0;0;0;198
273;QUI-GON;JAR JAR;Don't touch anything.;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
274;ANAKIN;PADME;Are you an angel?;;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
275;PADME;ANAKIN;What?;;INT. WATTO'S JUNK SHOP - DAY;1;0;0;0;0;0;0;0;0;0;9
276;ANAKIN;PADME;An angel. I've heard the deep space pilots talk about them. They live on the Moons of Iego I thimk. They are the most beautiful creatures in the universe. They are good and kind, and so pretty they make even the most hardened spice pirate cry.;;INT. WATTO'S JUNK SHOP - DAY;46;0;0;0;0;0;0;0;0;0;414
277;PADME;ANAKIN;You're a funny little boy. How do you know so much?;;INT. WATTO'S JUNK SHOP - DAY;11;0;0;0;0;0;0;0;0;0;99
278;ANAKIN;PADME;I listen to all the traders and star pilots who come through here. I'm a pilot, you know, and someday I'm gonna fly away from this place.;;INT. WATTO'S JUNK SHOP - DAY;27;0;0;0;0;0;0;0;0;0;243
279;PADME;ANAKIN;You're a pilot?;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
280;ANAKIN;PADME;All mylife.;;INT. WATTO'S JUNK SHOP - DAY;2;0;0;0;0;0;0;0;0;0;18
281;PADME;ANAKIN;How long have you been here?;;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
282;ANAKIN;PADME;Since I was very little, three, I think. My Mom and I were sold to Gardulla the Hutt, but she lost us, betting on the Podraces, to Watto, who's a lot better master than Gardulla, I think.;;INT. WATTO'S JUNK SHOP - DAY;37;0;0;0;0;0;0;0;0;0;333
283;PADME;ANAKIN;You're a slave?;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
284;ANAKIN;PADME;I am a person! My name is Anakin.;;INT. WATTO'S JUNK SHOP - DAY;8;0;0;0;0;0;0;0;0;0;72
285;PADME;ANAKIN;I'm sorry. I don't fully understand. This is a strange world to me.;;INT. WATTO'S JUNK SHOP - DAY;13;0;0;0;0;0;0;0;0;0;117
286;ANAKIN;PADME;Hit the nose!;;INT. WATTO'S JUNK SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
287;WATTO;QUI-GON;Here it is a T-14 hyperdrive generator! Thee in luck, I'm the only one hereabouts who has one but thee might as well buy a new ship. It would be cheaper, I think Sying of which, how's thee going to pay for all this?;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;44;0;0;0;0;0;0;0;0;0;396
288;QUI-GON;WATTO;I have 20,000 Republic dataries.;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
289;WATTO;QUI-GON;Republic credits?!? Republic credits are no good out here. I need something more real;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;14;0;0;0;0;0;0;0;0;0;126
290;QUI-GON;WATTO;I don't have anything else. But credits will do fine.;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;10;0;0;0;0;0;0;0;0;0;90
291;WATTO;QUI-GON;No they won'ta.;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;3;0;0;0;0;0;0;0;0;0;27
292;QUI-GON;WATTO;Credits will do fine.;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
293;WATTO;QUI-GON;No, they won'ta. What you think you're some kinda Jedi, waving your hand around like that? I'm a Toydarian. Mind tricks don'ta work on me-only money. No money, no parts! No deal! And no one else has a T-14 hyperdrive, I promise you that.;;EXT. WATTO'S JUNK YARD - BEHIND SHOP - DAY;44;0;0;0;0;0;0;0;0;0;396
294;ANAKIN;PADME;wouldn't have lasted long if I weren't so good at fixing things. I'm making my own droid;;INT. WATTO'S JUNK SHOP - DAY;17;0;0;0;0;0;0;0;0;0;153
295;QUI-GON;PADME;We're leaving.;;INT. WATTO'S JUNK SHOP - DAY;2;0;0;0;0;0;0;0;0;0;18
296;PADME;ANAKIN;I'm glad I met you, ah;;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
297;ANAKIN;PADME;I'm glad I met you too.;;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
298;WATTO;ANAKIN;Ootmians! Tinka me chasa hopoe ma booty na nolia.;;INT. WATTO'S JUNK SHOP - DAY;9;0;0;0;0;0;0;0;0;0;81
299;ANAKIN;WATTO;La lova num botaffa.;;INT. WATTO'S JUNK SHOP - DAY;4;0;0;0;0;0;0;0;0;0;36
300;WATTO;ANAKIN;Fweepa niaga. Tolpa da bunky dunko.;;INT. WATTO'S JUNK SHOP - DAY;6;0;0;0;0;0;0;0;0;0;54
301;QUI-GON;OBI-WAN;You're sure there isn't anything of value left on board?;;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
302;OBI-WAN;QUI-GON;A few containers of supplies, the Queen's wardrobe, maybe. Not enough for you to barter with. Not in the ammounts you're talking about.;;EXT. MOS ESPA - STREET - ALCOVE - DAY;23;0;0;0;0;0;0;0;0;0;207
303;QUI-GON;OBI-WAN;All right. Another solution will present itself. I'll check back.;;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
304;JAR JAR;QUI-GON;Noah gain da beings hereabouts cawazy. Wesa be robbed un crunched.;;EXT. MOS ESPA - STREET - ALCOVE - DAY;11;0;0;0;0;0;0;0;0;0;99
305;QUI-GON;JAR JAR;Not likely. We have nothing of value, that's our problem.;;EXT. MOS ESPA - STREET - ALCOVE - DAY;10;0;0;0;0;0;0;0;0;0;90
306;ARTOO;QUI-GON;beeps;;EXT. MOS ESPA - STREET - ALCOVE - DAY;1;0;0;0;0;0;0;0;0;0;9
307;VENDOR;JAR JAR;Hey, that will be seven truguts!;;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
308;SEBULBA;JAR JAR;Chuba!;;EXT. MOS ESPA - STREET - MARKET - DAY;1;0;0;0;0;0;0;0;0;0;9
309;JAR JAR;SEBULBA;Who, mesa?;;EXT. MOS ESPA - STREET - MARKET - DAY;2;0;0;0;0;0;0;0;0;0;18
310;SEBULBA;JAR JAR;Ni chuba na?;;EXT. MOS ESPA - STREET - MARKET - DAY;3;0;0;0;0;0;0;0;0;0;27
311;JAR JAR;SEBULBA;Why mesa always da one?;;EXT. MOS ESPA - STREET - MARKET - DAY;5;0;0;0;0;0;0;0;0;0;45
312;ANAKIN;SEBULBA;Chess ko, Sebulba Coo wolpa tooney rana.;;EXT. MOS ESPA - STREET - MARKET - DAY;7;0;0;0;0;0;0;0;0;0;63
313;SEBULBA;ANAKIN;Tooney rana nu pratta dunko, shag.;;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
314;ANAKIN;SEBULBA;Oh da Hutt cha porko ootman geesa me teesa rodda co pana pee choppa chawa.;;EXT. MOS ESPA - STREET - MARKET - DAY;15;0;0;0;0;0;0;0;0;0;135
315;SEBULBA;ANAKIN;Neek me chowa, wermo, mo killee ma klounkee Una noto wo shag, me wompity du pom pom.;;EXT. MOS ESPA - STREET - MARKET - DAY;17;0;0;0;0;0;0;0;0;0;153
316;ANAKIN;SEBULBA;Eh, chee bana do mullee ra.;;EXT. MOS ESPA - STREET - MARKET - DAY;6;0;0;0;0;0;0;0;0;0;54
317;ANAKIN;QUI-GON;Hi!;;EXT. MOS ESPA - STREET - MARKET - DAY;1;0;0;0;0;0;0;0;0;0;9
318;QUI-GON;ANAKIN;Hi there.;;EXT. MOS ESPA - STREET - MARKET - DAY;2;0;0;0;0;0;0;0;0;0;18
319;ANAKIN;QUI-GON;Your buddy here was about to be turned into orange goo. He picked a fight with a Dug. An especially dangerous Dug called Sebulba.;;EXT. MOS ESPA - STREET - MARKET - DAY;24;0;0;0;0;0;0;0;0;0;216
320;JAR JAR;ANAKIN;Nosir, nosir. Mesa hate crunchen. Dat's da last ting mesa wanten.;;EXT. MOS ESPA - STREET - MARKET - DAY;11;0;0;0;0;0;0;0;0;0;99
321;QUI-GON;JAR JAR;Nevertheless, the boy is right you were heading for trouble. Thank you, my young friend.;;EXT. MOS ESPA - STREET - MARKET - DAY;15;0;0;0;0;0;0;0;0;0;135
322;JAR JAR;QUI-GON;Mesa doen nutten!;;EXT. MOS ESPA - STREET - MARKET - DAY;3;0;0;0;0;0;0;0;0;0;27
323;OBI-WAN;CAPT. PANAKA;This storm's going to slow them down.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;7;0;0;0;0;0;0;0;0;0;63
324;CAPT. PANAKA;OBI-WAN;It looks pretty bad. We'd better seal the ship.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;9;0;0;0;0;0;0;0;0;0;81
325;CAPT. PANAKA;CONTROLER;Yes?;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;1;0;0;0;0;0;0;0;0;0;9
326;CONTROLER;CAPT. PANAKA;Receiving a message from home.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;5;0;0;0;0;0;0;0;0;0;45
327;CAPT. PANAKA;CONTROLER;We'll be right there.;;EXT. TATOOINE - DESERT - SPACESHIP - DAY;4;0;0;0;0;0;0;0;0;0;36
328;ANAKAIN;QUI-GON;Here, you'll like these pallies. Here.;;EXT. MOS ESPA - STREET - FRUIT STAND - DAY;6;0;0;0;0;0;0;0;0;0;54
