id;from;to;text;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbes;undefined;time
173;HOBBIE;;Two fighters against a Star Destroyer?;INT. REBEL BASE - MAIN HANGAR DECK;6;0;0;0;0;0;0;0;0;0;
174;LEIA;;The ion cannon will fire several shots to make sure that any enemy ships will be out of your flight path. When you've gotten past the energy shield, proceed directly to the rendezvous point. Understood?;INT. REBEL BASE - MAIN HANGAR DECK;35;0;0;0;0;0;0;0;0;0;
175;PILOTS;;(in unison) Right. Okay.;INT. REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
176;LEIA;;Good luck.;INT. REBEL BASE - MAIN HANGAR DECK;2;0;0;0;0;0;0;0;0;0;
177;DERLIN;;Okay. Everyone to your stations. Let's go!;INT. REBEL BASE - MAIN HANGAR DECK;7;0;0;0;0;0;0;0;0;0;
178;RIEEKAN;;Their primary target will be the power generators. Prepare to open the shield.;INT. REBEL BASE - COMMAND CENTER;13;0;0;0;0;0;0;0;0;0;
179;CONTROLLER;;Sir, Rebel ships are coming into our sector.;INT. IMPERIAL STAR DESTROYER - BRIDGE;8;0;0;0;0;0;0;0;0;0;
180;CAPTAIN;;Good. Our first catch of the day.;INT. IMPERIAL STAR DESTROYER - BRIDGE;7;0;0;0;0;0;0;0;0;0;
181;WOMAN CONTROLLER;;Stand by, ion control... Fire;INT. REBEL BASE - COMMAND CENTER;5;0;0;0;0;0;0;0;0;0;
182;ANNOUNCER;;(over loudspeaker) The first transport is away.;INT. REBEL BASE - MAIN HANGAR DECK;5;0;0;0;0;0;0;0;0;0;
183;DACK;;Feeling all right, sir?;INT. REBEL BASE - MAIN HANGAR DECK;4;0;0;0;0;0;0;0;0;0;
184;LUKE;;Just like new, Dack. How about you?;INT. REBEL BASE - MAIN HANGAR DECK;7;0;0;0;0;0;0;0;0;0;
185;DACK;;Right now I feel like I could take on the whole Empire myself.;INT. REBEL BASE - MAIN HANGAR DECK;13;0;0;0;0;0;0;0;0;0;
186;LUKE;;(quietly, strapping in) I know what you mean.;INT. REBEL BASE - MAIN HANGAR DECK;5;0;0;0;0;0;0;0;0;0;
187;TRENCH OFFICER;;Echo Station Three-T-Eight.;EXT. HOTH - ICE PLAIN - SNOW TRENCH;3;0;0;0;0;0;0;0;0;0;
188;TRENCH OFFICER;;(over comlink) We have spotted Imperial walkers!;INT. REBEL BASE - CORRIDOR;5;0;0;0;0;0;0;0;0;0;
189;CONTROLLER;;Imperial walkers on the north ridge.;INT. REBEL BASE - CORRIDOR;6;0;0;0;0;0;0;0;0;0;
190;LUKE;;(into comlink) Echo station Five-Seven. We're on our way;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;7;0;0;0;0;0;0;0;0;0;
191;LUKE;;(into comlink) All right, boys, keep tight now.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
192;DACK;;Luke, I have no approach vector. I'm not set.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;9;0;0;0;0;0;0;0;0;0;
193;LUKE;;Steady, Dack. Attack pattern delta. Go now!;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;7;0;0;0;0;0;0;0;0;0;
194;LUKE;;All right, I'm coming in;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;5;0;0;0;0;0;0;0;0;0;
195;LUKE;;(into comlink) Hobbie, you still with me;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;5;0;0;0;0;0;0;0;0;0;
196;LUKE;;That armor's too strong for blasters;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
197;LUKE;;(into comlink) Rogue Group, use your harpoons and tow cables. Go for the legs. It might be our only chance of stopping them. (to Dack) All right, stand by, Dack.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;5;0;0;0;0;0;0;0;0;0;
198;DACK;;Luke, we've got a malfunction in fire control. I'll have to cut in the auxiliary.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;15;0;0;0;0;0;0;0;0;0;
199;LUKE;;Just hang on. Hang on, Dack. Get ready to fire that tow cable.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;13;0;0;0;0;0;0;0;0;0;
200;LUKE;;Dack? Dack!;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;2;0;0;0;0;0;0;0;0;0;
201;VEERS;;Yes, Lord Vader. I've reached the main power generator. The shield will be down in moments. You may start your landing.;INT. IMPERIAL SNOW WALKER - COCKPIT;21;0;0;0;0;0;0;0;0;0;
202;LUKE;;(into comlink) Rogue Three.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;2;0;0;0;0;0;0;0;0;0;
203;WEDGE;;(into comlink) Copy, Rogue Leader;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;3;0;0;0;0;0;0;0;0;0;
204;LUKE;;(over comlink) Wedge, I've lost my gunner. You'll have to make this shot. I'll cover for you. Set your harpoon. Follow me on the next pass.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;24;0;0;0;0;0;0;0;0;0;
205;WEDGE;;(into comlink) Coming around, Rogue Leader.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;4;0;0;0;0;0;0;0;0;0;
206;LUKE;;(into comlink) Steady, Rogue Two;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;3;0;0;0;0;0;0;0;0;0;
207;WEDGE;;(to gunner) Activate harpoon.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;2;0;0;0;0;0;0;0;0;0;
208;WEDGE;;(to gunner) Good shot, Janson.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;3;0;0;0;0;0;0;0;0;0;
209;WEDGE;;One more pass.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;3;0;0;0;0;0;0;0;0;0;
210;JANSON;;Coming around. Once more;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;4;0;0;0;0;0;0;0;0;0;
211;JANSON;;Once more.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;2;0;0;0;0;0;0;0;0;0;
212;JANSON;;Cable out! Let her go!;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;5;0;0;0;0;0;0;0;0;0;
213;WEDGE;;Detach cable.;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;2;0;0;0;0;0;0;0;0;0;
214;JANSON;;Cable detached;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;2;0;0;0;0;0;0;0;0;0;
215;TRENCH OFFICER;;Come on!;EXT. HOTH - ICE PLAIN - SNOW TRENCH;2;0;0;0;0;0;0;0;0;0;
216;WEDGE;;(into comlink) Whooha! That got him!;INT. WEDGE'S SNOWSPEEDER, ROGUE THREE - COCKPIT;4;0;0;0;0;0;0;0;0;0;
217;LUKE;;(into comlink) I see it, Wedge. Good work.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
218;RIEEKAN;;I don't think we can protect two transports at a time.;INT. REBEL BASE - COMMAND CENTER;11;0;0;0;0;0;0;0;0;0;
219;LEIA;;It's risky, but we can't hold out much longer. We have no choice.;INT. REBEL BASE - COMMAND CENTER;13;0;0;0;0;0;0;0;0;0;
220;RIEEKAN;;(into comlink) Launch patrols.;INT. REBEL BASE - COMMAND CENTER;2;0;0;0;0;0;0;0;0;0;
221;LEIA;;(to an aide) Evacuate remaining ground staff.;INT. REBEL BASE - COMMAND CENTER;4;0;0;0;0;0;0;0;0;0;
222;HAN;;No, no! No! This one goes there, that one goes there. Right?;INT. REBEL BASE - MAIN HANGAR;12;0;0;0;0;0;0;0;0;0;
223;THREEPIO;;ARTOO, you take good care of Master Luke now, understand? And... do take good care of yourself. Oh, dear, oh, dear.;INT. REBEL BASE - MAIN HANGAR;21;0;0;0;0;0;0;0;0;0;
224;VEERS;;All troops will debark for ground assault. Prepare to target the main generator.;INT. IMPERIAL SNOW WALKER - COCKPIT;13;0;0;0;0;0;0;0;0;0;
225;LUKE;;(into comlink) Rogue Two, are you all right?;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;6;0;0;0;0;0;0;0;0;0;
226;ZEV;;(into comlink) Yeah. I'm with you, Rogue Leader.;INT. ZEV'S SNOWSPEEDER, ROGUE TWO - COCKPIT;6;0;0;0;0;0;0;0;0;0;
227;LUKE;;(into comlink) We'll set harpoon. I'll cover for you.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;7;0;0;0;0;0;0;0;0;0;
228;ZEV;;(into comlink) Coming around.;INT. ZEV'S SNOWSPEEDER, ROGUE TWO - COCKPIT;2;0;0;0;0;0;0;0;0;0;
229;LUKE;;(into comlink) Watch that cross fire, boys.;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;5;0;0;0;0;0;0;0;0;0;
230;ZEV;;(into comlink) Set for position three. (to gunner) Steady.;INT. ZEV'S SNOWSPEEDER, ROGUE TWO - COCKPIT;1;0;0;0;0;0;0;0;0;0;
231;LUKE;;(over comlink) Stay tight and low.;INT. ZEV'S SNOWSPEEDER, ROGUE TWO - COCKPIT;4;0;0;0;0;0;0;0;0;0;
232;LUKE;;(into comlink) Hobbie, I've been hit!;INT. LUKE'S SNOWSPEEDER, ROGUE LEADER - COCKPIT;4;0;0;0;0;0;0;0;0;0;
233;HAN;;You all right?;INT. REBEL BASE - COMMAND CENTER;3;0;0;0;0;0;0;0;0;0;
234;LEIA;;Why are you still here?;INT. REBEL BASE - COMMAND CENTER;5;0;0;0;0;0;0;0;0;0;
235;HAN;;I heard the command center had been hit.;INT. REBEL BASE - COMMAND CENTER;8;0;0;0;0;0;0;0;0;0;
236;LEIA;;You got your clearance to leave.;INT. REBEL BASE - COMMAND CENTER;6;0;0;0;0;0;0;0;0;0;
237;HAN;;Don't worry. I'll leave. First I'm going to get you to your ship.;INT. REBEL BASE - COMMAND CENTER;13;0;0;0;0;0;0;0;0;0;
238;THREEPIO;;Your Highness, we must take this last transport. It's our only hope.;INT. REBEL BASE - COMMAND CENTER;12;0;0;0;0;0;0;0;0;0;
239;LEIA;;(to controller) Send all troops in sector twelve to the south slope to protect the fighters.;INT. REBEL BASE - COMMAND CENTER;14;0;0;0;0;0;0;0;0;0;
240;ANNOUNCER;;(over loudspeaker) Imperial troops have entered the base.;INT. REBEL BASE - COMMAND CENTER;6;0;0;0;0;0;0;0;0;0;
241;HAN;;Come on... that's it.;INT. REBEL BASE - COMMAND CENTER;4;0;0;0;0;0;0;0;0;0;
242;LEIA;;(to head controller) Give the evacuation code signal. And get to your transports!;INT. REBEL BASE - COMMAND CENTER;10;0;0;0;0;0;0;0;0;0;
243;HEAD CONTROLLER;;K-one-zero... all troops disengage.;INT. REBEL BASE - COMMAND CENTER;4;0;0;0;0;0;0;0;0;0;
244;THREEPIO;;(to Han and Leia) Oh! Wait for me!;INT. REBEL BASE - COMMAND CENTER;4;0;0;0;0;0;0;0;0;0;
245;OFFICER;;Begin retreat!;EXT. BATTLEFIELD - SNOW TRENCH;2;0;0;0;0;0;0;0;0;0;
246;SECOND OFFICER;;Fall back!;EXT. BATTLEFIELD - SNOW TRENCH;2;0;0;0;0;0;0;0;0;0;
247;VEERS;;Distance to power generators?;INT. IMPERIAL SNOW WALKER - COCKPIT;4;0;0;0;0;0;0;0;0;0;
248;PILOT;;One-seven, decimal two-eight.;INT. IMPERIAL SNOW WALKER - COCKPIT;3;0;0;0;0;0;0;0;0;0;
249;VEERS;;Target. Maximum fire power.;INT. IMPERIAL SNOW WALKER - COCKPIT;4;0;0;0;0;0;0;0;0;0;
250;HAN;;(into comlink) Transport, this is Solo. Better take off - I can't get to you. I'll get the princess out on the Falcon.;INT. HOTH - REBEL BASE - ICE CORRIDORS;21;0;0;0;0;0;0;0;0;0;
251;THREEPIO;;But... but... but... where are you going? Uh... come back!!;INT. HOTH - REBEL BASE - ICE CORRIDORS;10;0;0;0;0;0;0;0;0;0;
252;THREEPIO;;Wait! Wait for me! Wait! Stop!;INT. HOTH - REBEL BASE - ICE CORRIDOR;6;0;0;0;0;0;0;0;0;0;
253;THREEPIO;;(exasperated) How typical.;INT. HOTH - REBEL BASE - ICE CORRIDOR;2;0;0;0;0;0;0;0;0;0;
254;HAN;;Come on.;INT. HOTH - REBEL BASE - ICE CORRIDOR;2;0;0;0;0;0;0;0;0;0;
255;HAN;;Hurry up, goldenrod, or you're going to be a permanent resident!;INT. HOTH - REBEL BASE - MAIN HANGAR;11;0;0;0;0;0;0;0;0;0;
256;THREEPIO;;Wait! Wait!;INT. HOTH - REBEL BASE - MAIN HANGAR;2;0;0;0;0;0;0;0;0;0;
257;HAN;;(to Chewie) How's this?;INT. MAIN HANGAR - MILLENNIUM FALCON - MAIN HOLD;2;0;0;0;0;0;0;0;0;0;
258;LEIA;;Would it helped if I got out and pushed?;INT. MAIN HANGAR - MILLENNIUM FALCON - MAIN HOLD;9;0;0;0;0;0;0;0;0;0;
259;HAN;;It might.;INT. MAIN HANGAR - MILLENNIUM FALCON - MAIN HOLD;2;0;0;0;0;0;0;0;0;0;
260;THREEPIO;;Captain Solo, Captain Solo... sir, might I suggest that you...;INT. MAIN HANGAR - MILLENNIUM FALCON - MAIN HOLD;10;0;0;0;0;0;0;0;0;0;
261;THREEPIO;;It can wait.;INT. MAIN HANGAR - MILLENNIUM FALCON - MAIN HOLD;3;0;0;0;0;0;0;0;0;0;
262;LEIA;;This bucket of bolts is never going to get us past that blockade.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;13;0;0;0;0;0;0;0;0;0;
263;HAN;;This baby's got a few surprises left in her, sweetheart.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;10;0;0;0;0;0;0;0;0;0;
264;HAN;;Come on! Come on! Switch over. Let's hope we don't have a burnout.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;13;0;0;0;0;0;0;0;0;0;
265;HAN;;See?;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
266;LEIA;;Someday you're going to be wrong, and I hope I'm there to see it.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;14;0;0;0;0;0;0;0;0;0;
267;HAN;;Punch it!;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;2;0;0;0;0;0;0;0;0;0;
268;LUKE;;ARTOO! Get her ready for takeoff.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;6;0;0;0;0;0;0;0;0;0;
269;WEDGE;;Good luck, Luke. See you at the rendezvous.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
270;LUKE;;Don't worry, ARTOO. We're going, we're going.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;7;0;0;0;0;0;0;0;0;0;
271;LUKE;;(into comlink) There's nothing wrong, ARTOO. I'm just setting a new course.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;10;0;0;0;0;0;0;0;0;0;
272;LUKE;;(into comlink) We're not going to regroup with the others.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
273;LUKE;;(into comlink) We're going to the Dagobah system.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;6;0;0;0;0;0;0;0;0;0;
274;LUKE;;(into comlink) Yes, ARTOO?;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;2;0;0;0;0;0;0;0;0;0;
275;LUKE;;(into comlink, chuckling) That's all right. I'd like to keep it on manual control for a while.;INT. MAIN HANGAR - MILLENNIUM FALCON - COCKPIT;14;0;0;0;0;0;0;0;0;0;
276;HAN;;(harried) I saw them! I saw them!;INT. MILLENNIUM FALCON - COCKPIT;6;0;0;0;0;0;0;0;0;0;
277;LEIA;;Saw what?;INT. MILLENNIUM FALCON - COCKPIT;2;0;0;0;0;0;0;0;0;0;
278;HAN;;Star Destroyers, two of them, coming right at us.;INT. MILLENNIUM FALCON - COCKPIT;9;0;0;0;0;0;0;0;0;0;
279;THREEPIO;;Sir, sir! Might I suggest...;INT. MILLENNIUM FALCON - COCKPIT;5;0;0;0;0;0;0;0;0;0;
280;HAN;;(to Leia) Shut him up or shut him down! (to Chewie) Check the deflector shield!;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
281;HAN;;Oh, great. Well, we can still outmaneuver them.;INT. MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
282;IMPERIAL OFFICER;;Take evasive action!;INT. STAR DESTROYER - BRIDGE;3;0;0;0;0;0;0;0;0;0;
283;HAN;;Prepare to make the jump to light- speed.;INT. STAR DESTROYER - BRIDGE;8;0;0;0;0;0;0;0;0;0;
284;THREEPIO;;But, sir!;INT. STAR DESTROYER - BRIDGE;2;0;0;0;0;0;0;0;0;0;
285;LEIA;;They're getting closer!;INT. STAR DESTROYER - BRIDGE;3;0;0;0;0;0;0;0;0;0;
286;HAN;;(with a gleam in his eye) Oh yeah? Watch this.;INT. STAR DESTROYER - BRIDGE;4;0;0;0;0;0;0;0;0;0;
287;LEIA;;Watch what?;INT. STAR DESTROYER - BRIDGE;2;0;0;0;0;0;0;0;0;0;
288;HAN;;I think we're in trouble.;INT. STAR DESTROYER - BRIDGE;5;0;0;0;0;0;0;0;0;0;
289;THREEPIO;;If I may say so, sir, I noticed earlier that the hyperdrive motivator has been damaged. It's impossible to go to light-speed!;INT. STAR DESTROYER - BRIDGE;22;0;0;0;0;0;0;0;0;0;
290;HAN;;We're in trouble!;INT. STAR DESTROYER - BRIDGE;3;0;0;0;0;0;0;0;0;0;
291;HAN;;Horizontal boosters...!;INT. MILLENNIUM FALCON - HOLD;3;0;0;0;0;0;0;0;0;0;
292;HAN;;Alluvial dampers...! Well that's not it.;INT. MILLENNIUM FALCON - HOLD;7;0;0;0;0;0;0;0;0;0;
293;HAN;;Bring me the hydrospanners!;INT. MILLENNIUM FALCON - HOLD;4;0;0;0;0;0;0;0;0;0;
294;HAN;;I don't know how we're going to get out of this one.;INT. MILLENNIUM FALCON - HOLD;12;0;0;0;0;0;0;0;0;0;
295;HAN;;Oww! Chewie!;INT. MILLENNIUM FALCON - HOLD;2;0;0;0;0;0;0;0;0;0;
296;HAN;;That was no laser blast! Something hit us.;INT. MILLENNIUM FALCON - HOLD;8;0;0;0;0;0;0;0;0;0;
297;LEIA;;(over comlink) Han, get up here!;INT. MILLENNIUM FALCON - HOLD;4;0;0;0;0;0;0;0;0;0;
298;HAN;;Come on, Chewie!;INT. MILLENNIUM FALCON - HOLD;3;0;0;0;0;0;0;0;0;0;
299;LEIA;;Asteroids!;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
300;HAN;;Oh, no! Chewie, set two-seven- one.;INT. MILLENNIUM FALCON - COCKPIT;6;0;0;0;0;0;0;0;0;0;
301;LEIA;;What are you doing? You're not actually going into an asteroid field?;INT. MILLENNIUM FALCON - COCKPIT;12;0;0;0;0;0;0;0;0;0;
302;HAN;;They'd be crazy to follow us, wouldn't they?;INT. MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
303;LEIA;;You don't have to do this to impress me.;INT. MILLENNIUM FALCON - COCKPIT;9;0;0;0;0;0;0;0;0;0;
304;THREEPIO;;Sir, the possibility of successfully navigating an asteroid field is approximately three thousand, seven hundred and twenty to one.;INT. MILLENNIUM FALCON - COCKPIT;19;0;0;0;0;0;0;0;0;0;
305;HAN;;Never tell me the odds!;INT. MILLENNIUM FALCON - COCKPIT;5;0;0;0;0;0;0;0;0;0;
306;HAN;;"You said you wanted to be around when I made a mistake; well, this could be it, sweetheart.";INT. MILLENNIUM FALCON - COCKPIT;18;0;0;0;0;0;0;0;0;0;
307;LEIA;;I take it back. We're going to get pulverized if we stay out here much longer.;INT. MILLENNIUM FALCON - COCKPIT;16;0;0;0;0;0;0;0;0;0;
308;HAN;;I'm not going to argue with that.;INT. MILLENNIUM FALCON - COCKPIT;7;0;0;0;0;0;0;0;0;0;
309;THREEPIO;;Pulverized?;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
310;HAN;;I'm going in closer to one of those big ones.;INT. MILLENNIUM FALCON - COCKPIT;10;0;0;0;0;0;0;0;0;0;
311;LEIA;;Closer?;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
312;THREEPIO;;Closer?!;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
313;THREEPIO;;Oh, this is suicide!;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
314;HAN;;There. That looks pretty good.;INT. MILLENNIUM FALCON - COCKPIT;5;0;0;0;0;0;0;0;0;0;
315;LEIA;;What looks pretty good?;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
316;HAN;;Yeah. That'll do nicely.;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
317;THREEPIO;;(to Leia) Excuse me, ma'am, but where are we going?;INT. MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
318;LEIA;;I hope you know what you're doing.;INT. MILLENNIUM FALCON - COCKPIT;7;0;0;0;0;0;0;0;0;0;
319;HAN;;Yeah, me too.;INT. MILLENNIUM FALCON - COCKPIT;3;0;0;0;0;0;0;0;0;0;
320;LUKE;;(into comlink) Yes, that's it. Dagobah.;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
321;LUKE;;(into comlink) No, I'm not going to change my mind about this. (getting a little nervous) I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...;INT. MILLENNIUM FALCON - COCKPIT;17;0;0;0;0;0;0;0;0;0;
322;LUKE;;(into comlink) Yes, I'm sure it's perfectly safe for droids.;INT. MILLENNIUM FALCON - COCKPIT;8;0;0;0;0;0;0;0;0;0;
323;LUKE;;(into comlink) I know, I know! All the scopes are dead. I can't see a thing! Just hang on, I'm going to start the landing cycle...;INT. MILLENNIUM FALCON - COCKPIT;24;0;0;0;0;0;0;0;0;0;
324;LUKE;;No, ARTOO, you stay put. I'll have a look around.;INT. MILLENNIUM FALCON - COCKPIT;10;0;0;0;0;0;0;0;0;0;
325;LUKE;;ARTOO?;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
326;LUKE;;ARTOO! Where are you?;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
327;LUKE;;ARTOO! You be more careful.;INT. MILLENNIUM FALCON - COCKPIT;5;0;0;0;0;0;0;0;0;0;
328;LUKE;;ARTOO - that way!;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
329;LUKE;;ARTOO!;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
330;LUKE;;Oh, no! Are you all right? Come on. You're lucky you don't taste very good. Anything broken?;INT. MILLENNIUM FALCON - COCKPIT;17;0;0;0;0;0;0;0;0;0;
331;LUKE;;If you're saying coming here was a bad idea, I'm beginning to agree with you. Oh, ARTOO, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.;INT. MILLENNIUM FALCON - COCKPIT;38;0;0;0;0;0;0;0;0;0;
332;DARTH VADER;;Yes, Admiral?;EXT. VADER'S STAR DESTROYER - VADER'S CHAMBER;2;0;0;0;0;0;0;0;0;0;
333;PIETT;;Our ships have sighted the Millennium Falcon, lord. But... it has entered an asteroid field and we cannot risk...;EXT. VADER'S STAR DESTROYER - VADER'S CHAMBER;19;0;0;0;0;0;0;0;0;0;
334;DARTH VADER;;(interrupting) Asteroids do not concern me, Admiral. I want that ship and not excuses.;EXT. VADER'S STAR DESTROYER - VADER'S CHAMBER;13;0;0;0;0;0;0;0;0;0;
335;PIETT;;Yes, lord.;EXT. VADER'S STAR DESTROYER - VADER'S CHAMBER;2;0;0;0;0;0;0;0;0;0;
336;HAN;;I'm going to shut down everything but the emergency power systems.;INT. MILLENNIUM FALCON - COCKPIT;11;0;0;0;0;0;0;0;0;0;
337;THREEPIO;;Sir, I'm almost afraid to ask, but... does that include shutting me down, too?;INT. MILLENNIUM FALCON - COCKPIT;14;0;0;0;0;0;0;0;0;0;
338;HAN;;No, I need you to talk to the Falcon, find out what's wrong with the hyperdrive.;INT. MILLENNIUM FALCON - COCKPIT;16;0;0;0;0;0;0;0;0;0;
339;THREEPIO;;Sir, it's quite possible this asteroid is not entirely stable.;INT. MILLENNIUM FALCON - COCKPIT;10;0;0;0;0;0;0;0;0;0;
340;HAN;;Not entirely stable? I'm glad you're here to tell us these things. Chewie, take the professor in the back and plug him into the hyperdrive.;INT. MILLENNIUM FALCON - COCKPIT;25;0;0;0;0;0;0;0;0;0;
341;THREEPIO;;Oh! Sometimes I just don't understand human behavior. After all, I'm only trying to do my job in the most...;INT. MILLENNIUM FALCON - COCKPIT;20;0;0;0;0;0;0;0;0;0;
342;LEIA;;Let go.;INT. MILLENNIUM FALCON - COCKPIT;2;0;0;0;0;0;0;0;0;0;
343;HAN;;Sshh!;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
344;LEIA;;Let go, please.;INT. MILLENNIUM FALCON - COCKPIT;3;0;0;0;0;0;0;0;0;0;
345;HAN;;Don't get excited.;INT. MILLENNIUM FALCON - COCKPIT;3;0;0;0;0;0;0;0;0;0;
346;LEIA;;Captain, being held by you isn't quite enough to get me excited.;INT. MILLENNIUM FALCON - COCKPIT;12;0;0;0;0;0;0;0;0;0;
347;HAN;;Sorry, sweetheart. We haven't got time for anything else.;INT. MILLENNIUM FALCON - COCKPIT;9;0;0;0;0;0;0;0;0;0;
348;LUKE;;Ready for some power? Okay. Let's see now. Put that in there. There you go.;INT. MILLENNIUM FALCON - COCKPIT;15;0;0;0;0;0;0;0;0;0;
349;LUKE;;(sighs) Now all I have to do is find this Yoda... if he even exists.;INT. MILLENNIUM FALCON - COCKPIT;14;0;0;0;0;0;0;0;0;0;
350;LUKE;;Still... there's something familiar about this place. I feel like... I don't know...;INT. MILLENNIUM FALCON - COCKPIT;13;0;0;0;0;0;0;0;0;0;
351;YODA;;Feel like what?;INT. MILLENNIUM FALCON - COCKPIT;3;0;0;0;0;0;0;0;0;0;
352;LUKE;;(looking at the creature) Like we're being watched!;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
353;YODA;;Away with your weapon! I mean you no harm.;INT. MILLENNIUM FALCON - COCKPIT;9;0;0;0;0;0;0;0;0;0;
354;YODA;;I am wondering, why are you here?;INT. MILLENNIUM FALCON - COCKPIT;7;0;0;0;0;0;0;0;0;0;
355;LUKE;;I'm looking for someone.;INT. MILLENNIUM FALCON - COCKPIT;4;0;0;0;0;0;0;0;0;0;
356;YODA;;Looking? Found someone, you have, I would say, hmmm?;INT. MILLENNIUM FALCON - COCKPIT;9;0;0;0;0;0;0;0;0;0;
357;LUKE;;(Trying to keep from smiling) Right.;INT. MILLENNIUM FALCON - COCKPIT;1;0;0;0;0;0;0;0;0;0;
358;YODA;;Help you I can. Yes, mmmm.;INT. MILLENNIUM FALCON - COCKPIT;6;0;0;0;0;0;0;0;0;0;
