id;from;to;text;where;number;nouns;determiners;conjuctions;adjectives;prepositions;pronouns;verbs;adverbes;undefined;time
162;OBI-WAN;;What do you mean, ‘You think?’ What kind of shortcut?! He went completely the other way! You’ve lost him!;EXT. CITYSCAPE, CORUSCANT - NIGHT;19;0;0;0;0;0;0;0;0;0;
163;ANAKIN;;Master, if we keep this chase going, that creep’s gonna end up deep fried. Personally, I’d very much like to find out who in the hell he is and who he’s working for...;EXT. CITYSCAPE, CORUSCANT - NIGHT;33;0;0;0;0;0;0;0;0;0;
164;OBI-WAN;;(sarcastic) Oh, so that’s why we’re going in the wrong direction.;EXT. CITYSCAPE, CORUSCANT - NIGHT;10;0;0;0;0;0;0;0;0;0;
165;OBI-WAN;;(continuing) Well, you lost him.;EXT. CITYSCAPE, CORUSCANT - NIGHT;4;0;0;0;0;0;0;0;0;0;
166;ANAKIN;;I’m deeply sorry, Master.;EXT. CITYSCAPE, CORUSCANT - NIGHT;4;0;0;0;0;0;0;0;0;0;
167;ANAKIN;;(continuing) Excuse me for a moment.;EXT. CITYSCAPE, CORUSCANT - NIGHT;5;0;0;0;0;0;0;0;0;0;
168;OBI-WAN;;Anakin!;EXT. ENTERTAINMENT STREET - NIGHT;1;0;0;0;0;0;0;0;0;0;
169;ANAKIN;;She went into that club, Master.;EXT. ENTERTAINMENT STREET - NIGHT;6;0;0;0;0;0;0;0;0;0;
170;OBI-WAN;;Patience.;EXT. ENTERTAINMENT STREET - NIGHT;1;0;0;0;0;0;0;0;0;0;
171;OBI-WAN;;(continuing) Here. Next time try not to lose it.;EXT. ENTERTAINMENT STREET - NIGHT;8;0;0;0;0;0;0;0;0;0;
172;ANAKIN;;Sorry, Master.;EXT. ENTERTAINMENT STREET - NIGHT;2;0;0;0;0;0;0;0;0;0;
173;OBI-WAN;;A Jedi's saber is his most precious possession.;EXT. ENTERTAINMENT STREET - NIGHT;8;0;0;0;0;0;0;0;0;0;
174;ANAKIN;;Yes, Master.;EXT. ENTERTAINMENT STREET - NIGHT;2;0;0;0;0;0;0;0;0;0;
175;OBI-WAN;;He must keep it with him at all times.;EXT. ENTERTAINMENT STREET - NIGHT;9;0;0;0;0;0;0;0;0;0;
176;ANAKIN;;I know, Master.;EXT. ENTERTAINMENT STREET - NIGHT;3;0;0;0;0;0;0;0;0;0;
177;OBI-WAN;;This weapon is your life!;EXT. ENTERTAINMENT STREET - NIGHT;5;0;0;0;0;0;0;0;0;0;
178;ANAKIN;;I've heard this lesson before..;EXT. ENTERTAINMENT STREET - NIGHT;5;0;0;0;0;0;0;0;0;0;
179;OBI-WAN;;But, you haven't learned anything, Anakin.;EXT. ENTERTAINMENT STREET - NIGHT;6;0;0;0;0;0;0;0;0;0;
180;ANAKIN;;I try, Master.;EXT. ENTERTAINMENT STREET - NIGHT;3;0;0;0;0;0;0;0;0;0;
181;OBI-WAN;;Why do I think you are going to be the death of me?!;INT. NIGHTCLUB - NIGHT;13;0;0;0;0;0;0;0;0;0;
182;ANAKIN;;Don't say that Master... You're the closest thing I have to a father... I love you. I don't want to cause you pain.;INT. NIGHTCLUB - NIGHT;23;0;0;0;0;0;0;0;0;0;
183;OBI-WAN;;Then why don't you listen to me?!;INT. NIGHTCLUB - NIGHT;7;0;0;0;0;0;0;0;0;0;
184;ANAKIN;;I will. I'll do better, I promise.;INT. NIGHTCLUB - NIGHT;7;0;0;0;0;0;0;0;0;0;
185;OBI-WAN;;Do you see him him?;INT. NIGHTCLUB - NIGHT;5;0;0;0;0;0;0;0;0;0;
186;ANAKIN;;I think he's a she...;INT. NIGHTCLUB - NIGHT;5;0;0;0;0;0;0;0;0;0;
187;OBI-WAN;;Then be extra careful... (nods to a room) Check it out.;INT. NIGHTCLUB - NIGHT;7;0;0;0;0;0;0;0;0;0;
188;ANAKIN;;Where are you going, Master?;INT. NIGHTCLUB - NIGHT;5;0;0;0;0;0;0;0;0;0;
189;OBI-WAN;;To get a drink.;INT. NIGHTCLUB - NIGHT;4;0;0;0;0;0;0;0;0;0;
190;ELAN SLEAZEBAGGANO;;Wanna buy some death sticks?;INT. NIGHTCLUB - NIGHT;5;0;0;0;0;0;0;0;0;0;
191;OBI-WAN;;You don't want to sell me death- sticks.;INT. NIGHTCLUB - NIGHT;8;0;0;0;0;0;0;0;0;0;
192;ELAN SLEAZEBAGGANO;;I don't want to sell you death- sticks.;INT. NIGHTCLUB - NIGHT;8;0;0;0;0;0;0;0;0;0;
193;OBI-WAN;;You want to go home and rethink your life.;INT. NIGHTCLUB - NIGHT;9;0;0;0;0;0;0;0;0;0;
194;ELAN SLEAZEBAGGANO;;I want to go home and rethink my life.;INT. NIGHTCLUB - NIGHT;9;0;0;0;0;0;0;0;0;0;
195;ANAKIN;;Easy... Official business. Go back to your drinks;INT. NIGHTCLUB - NIGHT;8;0;0;0;0;0;0;0;0;0;
196;OBI-WAN;;Do you know who it was you were trying to kill?;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;11;0;0;0;0;0;0;0;0;0;
197;ZAM WESSEL;;The Senator from Naboo.;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;4;0;0;0;0;0;0;0;0;0;
198;OBI-WAN;;Who hired you?;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;3;0;0;0;0;0;0;0;0;0;
199;ZAM WESSEL;;It was just a job.;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;5;0;0;0;0;0;0;0;0;0;
200;ANAKIN;;Tell us!;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;2;0;0;0;0;0;0;0;0;0;
201;ZAM WESSEL;;That Senator's gonna die soon anyway, and the next one won't make the same mistake I did...;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;17;0;0;0;0;0;0;0;0;0;
202;OBI-WAN;;This wound's going to need treatment.;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;6;0;0;0;0;0;0;0;0;0;
203;ANAKIN;;Who hired you? Tell us... tell us now!;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;8;0;0;0;0;0;0;0;0;0;
204;ZAM WESSEL;;It was a Bounty Hunter called...;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;6;0;0;0;0;0;0;0;0;0;
205;OBI-WAN;;Toxic Dart...;EXT. ALLEY OUTSIDE NIGHTCLUB - NIGHT;2;0;0;0;0;0;0;0;0;0;
206;PADME;;Representative Binks. I know I can count on you.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;9;0;0;0;0;0;0;0;0;0;
207;JAR JAR;;Yousa betchen mesa bottums.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;4;0;0;0;0;0;0;0;0;0;
208;PADME;;What?!;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;1;0;0;0;0;0;0;0;0;0;
209;JAR JAR;;(coughs, recovers) Oh, pardone-ay, Senator. I mean, I am honoured to accept this heavy burden. I take on this responsibility with deep humility tinged with an overwhelming pride. (pompously) It is not every day that I am called upon to...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;11;0;0;0;0;0;0;0;0;0;
210;PADME;;You're a good friend, Jar Jar. I don't wish to hold you up. I'm sure you have a great deal to do.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;22;0;0;0;0;0;0;0;0;0;
211;JAR JAR;;Of course, M'lady.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;3;0;0;0;0;0;0;0;0;0;
212;PADME;;I do not like this idea of hiding.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;8;0;0;0;0;0;0;0;0;0;
213;ANAKIN;;Don't worry. Now that the Council has ordered an investigation, it won't take Master Obi-Wan long to find that bounty hunter.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;21;0;0;0;0;0;0;0;0;0;
214;PADME;;"(frustrated) I haven't worked for a year to defeat the ""Military Creation Act"" not to be here when its fate is decided.";INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;21;0;0;0;0;0;0;0;0;0;
215;ANAKIN;;Sometimes we have to let go of our pride and do what is requested of us.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;16;0;0;0;0;0;0;0;0;0;
216;PADME;;Pride?!? Annie, you're young, and you don't have a very firm grip on politics. I suggest you reserve your opinions for some other time.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;24;0;0;0;0;0;0;0;0;0;
217;ANAKIN;;Sorry, M'lady. I was only trying to...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
218;PADME;;Annie! No!;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;2;0;0;0;0;0;0;0;0;0;
219;ANAKIN;;Please don't call me that.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;5;0;0;0;0;0;0;0;0;0;
220;PADME;;What?;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;1;0;0;0;0;0;0;0;0;0;
221;ANAKIN;;Annie...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;1;0;0;0;0;0;0;0;0;0;
222;PADME;;I've always called you that... i is your name, isn't it?;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;11;0;0;0;0;0;0;0;0;0;
223;ANAKIN;;It's Anakin. When you say Annie it's like I'm still a little boy... and I'm not.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;16;0;0;0;0;0;0;0;0;0;
224;PADME;;I'm sorry, Anakin. It's impossible to deny you've... (looks him over) ...that you've grown up.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;12;0;0;0;0;0;0;0;0;0;
225;ANAKIN;;Master Obi-Wan manages not to see it...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
226;PADME;;Mentors have a way of seeing more of our faults than we would like. It's the only way we grow.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;20;0;0;0;0;0;0;0;0;0;
227;ANAKIN;;Don't get me wrong... Obi-Wan is a great mentor. As wise as Master Yoda and as powerful as Master Windu. I am truly thankful to be his apprentice. Only... although I'm a Padawan learner, in some ways... a lot of ways... I'm ahead of him. I'm ready for the trials. I know I am! He knows it too. He believes I'm too unpredictable... Other Jedi my age have gone through the trials and made it... I know I started my training late... but he won't let me move on.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;89;0;0;0;0;0;0;0;0;0;
228;PADME;;That must be frustrating.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;4;0;0;0;0;0;0;0;0;0;
229;ANAKIN;;It's worse... he's overly critical. He never listens! He just doesn't understand! It's not fair!;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;15;0;0;0;0;0;0;0;0;0;
230;PADME;;I'm sorry... You sounded exactly like that little boy I once knew, when he didn't get his way.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;18;0;0;0;0;0;0;0;0;0;
231;ANAKIN;;I'm not whining! I'm not.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;5;0;0;0;0;0;0;0;0;0;
232;PADME;;I didn't say it to hurt you.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
233;ANAKIN;;I know...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;2;0;0;0;0;0;0;0;0;0;
234;PADME;;Anakin...;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;1;0;0;0;0;0;0;0;0;0;
235;PADME;;(continuing) Don't try to grow up too fast.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
236;ANAKIN;;I am grown up. You said it yourself;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;8;0;0;0;0;0;0;0;0;0;
237;PADME;;Please don't look at me like that.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
238;ANAKIN;;Why not?;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;2;0;0;0;0;0;0;0;0;0;
239;PADME;;Because I can see what you're thinking.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
240;ANAKIN;;(laughing) Ahh... so, you have Jedi powers too?;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;7;0;0;0;0;0;0;0;0;0;
241;PADME;;It makes me feel uncomfortable.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;5;0;0;0;0;0;0;0;0;0;
242;ANAKIN;;Sorry, M'lady.;INT. SENATE BUILDING, AMIDALA'S APARTMENT - DAY;2;0;0;0;0;0;0;0;0;0;
243;CAPTAIN TYPHO;;Be safe, m'lady.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;3;0;0;0;0;0;0;0;0;0;
244;PADME;;Thank you, Captain. Take good care of Dorme... the threat's on you two now.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;14;0;0;0;0;0;0;0;0;0;
245;DORME;;He'll be safe with me.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;5;0;0;0;0;0;0;0;0;0;
246;PADME;;You'll be fine.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;3;0;0;0;0;0;0;0;0;0;
247;DORME;;It's not me, M'Lady. I worry about you. What if they realise I'm not you?;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;15;0;0;0;0;0;0;0;0;0;
248;PADME;;(looks to Anakin) Then my Jedi protector will have to prove how grown up he is.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;13;0;0;0;0;0;0;0;0;0;
249;OBI-WAN;;Anakin, you stay put on Naboo. Do not attract any attention. Do absolutely nothing without checking in with me or the Council.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;22;0;0;0;0;0;0;0;0;0;
250;ANAKIN;;Yes, Master.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;2;0;0;0;0;0;0;0;0;0;
251;OBI-WAN;;(to Padme) I will get to the bottom of this plot quickly, M'Lady. You'll be back here in no time.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;18;0;0;0;0;0;0;0;0;0;
252;PADME;;I will be most grateful for your speed, Master Jedi.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;10;0;0;0;0;0;0;0;0;0;
253;ANAKIN;;Time to go.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;3;0;0;0;0;0;0;0;0;0;
254;PADME;;I know.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;2;0;0;0;0;0;0;0;0;0;
255;OBI-WAN;;May the Force be with you.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;6;0;0;0;0;0;0;0;0;0;
256;ANAKIN;;May the Force be with you, Master.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;7;0;0;0;0;0;0;0;0;0;
257;PADME;;Suddenly, I'm afraid...;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;3;0;0;0;0;0;0;0;0;0;
258;ANAKIN;;I'm kinda scared too. This is my first assignment on my own.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;12;0;0;0;0;0;0;0;0;0;
259;PADME;;There's nothing to worry about... we have ARTOO with us.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;10;0;0;0;0;0;0;0;0;0;
260;OBI-WAN;;I hope he doesn't try anything foolish.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;7;0;0;0;0;0;0;0;0;0;
261;CAPTAIN TYPHO;;I'd be more concerned about her doing something, than him.;INT. CORUSCANT, SPACEPORT FREIGHTER DOCKS, TRANSPORT BUS - DAY;10;0;0;0;0;0;0;0;0;0;
262;PK-4;;Place the subject for analysis on the sensot tray, please.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;10;0;0;0;0;0;0;0;0;0;
263;OBI-WAN;;It's a toxic dart. I need to know where it came from and who made it.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;16;0;0;0;0;0;0;0;0;0;
264;PK-4;;One moment, please.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;3;0;0;0;0;0;0;0;0;0;
265;PK-4;;(continuing) As you can see on your screen, subject weapon does not exist in any known culture. Markings cannot be identified. Probablt self-made by a warrior not associated with any known society.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;31;0;0;0;0;0;0;0;0;0;
266;OBI-WAN;;Excuse me? Could you try again please?;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;7;0;0;0;0;0;0;0;0;0;
267;PK-4;;Master Jedi, our records are very thorough. they cover eight percent of the galaxy. If I can't tell you where it came from, nobody can.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;25;0;0;0;0;0;0;0;0;0;
268;OBI-WAN;;Thanks for your assistance! You may not be able to figure this out, but I think I know someone who might.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;21;0;0;0;0;0;0;0;0;0;
269;SERVER;;Keep moving! Keep moving!;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;4;0;0;0;0;0;0;0;0;0;
270;FOOD SERVER;;(continuing) Hey! No Droids!;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;3;0;0;0;0;0;0;0;0;0;
271;ANAKIN;;No, no, Mom, no...;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;4;0;0;0;0;0;0;0;0;0;
272;ANAKIN;;(continuing) What?;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;1;0;0;0;0;0;0;0;0;0;
273;PADME;;You seemed to be having a nightmare.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;7;0;0;0;0;0;0;0;0;0;
274;PADME;;(continuing) Are you hungry?;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;3;0;0;0;0;0;0;0;0;0;
275;ANAKIN;;Thank you.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;2;0;0;0;0;0;0;0;0;0;
276;PADME;;We went into lightspeed a while ago.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;7;0;0;0;0;0;0;0;0;0;
277;ANAKIN;;I look forward to seeing Nabooagain. I've thought about it every day since I left. It's by far the most beautiful place I've ever seen...;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;25;0;0;0;0;0;0;0;0;0;
278;PADME;;"You were just a little boy then. It may not be as you remember it; time changes your perception.";INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;19;0;0;0;0;0;0;0;0;0;
279;ANAKIN;;I think time has given me much more mature feelings to enhance my perception.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;14;0;0;0;0;0;0;0;0;0;
280;PADME;;It must be difficult having sworn your life to the Jedi... not being able to visit the places you like... or do the things you like...;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;26;0;0;0;0;0;0;0;0;0;
281;ANAKIN;;Or be with the people I love.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;7;0;0;0;0;0;0;0;0;0;
282;PADME;;Are you allowed to love? I thought that was forbidden for a Jedi.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;13;0;0;0;0;0;0;0;0;0;
283;ANAKIN;;Attachment is forbidden. Possession is forbidden. Compassion, which I would define as unconditional love, is central to a Jedi's life, so you might say we're encouraged to love.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;28;0;0;0;0;0;0;0;0;0;
284;PADME;;You have changed so much;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;5;0;0;0;0;0;0;0;0;0;
285;ANAKIN;;You haven't changed a bit. You're exactly the way I remember you in my dreams. I doubt if Naboo has changed much either.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;23;0;0;0;0;0;0;0;0;0;
286;PADME;;It hasn't...;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;2;0;0;0;0;0;0;0;0;0;
287;ANAKIN;;I can't wait to breathe the sweet breeze that comes off the rolling hills. Whenever I try to visualise the Force, those hills are what I see.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;27;0;0;0;0;0;0;0;0;0;
288;ANAKIN;;(continuing) I love Naboo.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;3;0;0;0;0;0;0;0;0;0;
289;PADME;;(changing the subject) Were you dreaming about you mother earlier, weren't you?;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;9;0;0;0;0;0;0;0;0;0;
290;ANAKIN;;Yes... I left Tatooine so long ago, my memory of her is fading. I don't want to lose it. Recently I've been seeing her in my dreams... vivid dreams... scary dreams. I worry about her.;INT. JEDI TEMPLE, ANALYSIS CUBICLES - LATE DAY;35;0;0;0;0;0;0;0;0;0;
291;HERMIONE BAGWA;;Can I help ya?;INT. CORUSCANT, DEX'S DINER - MORNING;4;0;0;0;0;0;0;0;0;0;
292;OBI-WAN;;I'm looking for Dexter.;INT. CORUSCANT, DEX'S DINER - MORNING;4;0;0;0;0;0;0;0;0;0;
293;HERMIONE BAGWA;;Waddya want him for?;INT. CORUSCANT, DEX'S DINER - MORNING;4;0;0;0;0;0;0;0;0;0;
294;OBI-WAN;;He's not in trouble. It's personal.;INT. CORUSCANT, DEX'S DINER - MORNING;6;0;0;0;0;0;0;0;0;0;
295;HERMIONE BAGWA;;Someone to see ya, honey (lowering her voice) A Jedi by the looks of him.;INT. CORUSCANT, DEX'S DINER - MORNING;12;0;0;0;0;0;0;0;0;0;
296;DEXTER JETTSTER;;Obi-Wan!;INT. CORUSCANT, DEX'S DINER - MORNING;1;0;0;0;0;0;0;0;0;0;
297;OBI-WAN;;Hey, Dex.;INT. CORUSCANT, DEX'S DINER - MORNING;2;0;0;0;0;0;0;0;0;0;
298;DEXTER JETTSTER;;Take a seat! Be right with ya!;INT. CORUSCANT, DEX'S DINER - MORNING;7;0;0;0;0;0;0;0;0;0;
299;HERMIONE BAGWA;;You want a cup of ardees?;INT. CORUSCANT, DEX'S DINER - MORNING;6;0;0;0;0;0;0;0;0;0;
300;OBI-WAN;;Thank you.;INT. CORUSCANT, DEX'S DINER - MORNING;2;0;0;0;0;0;0;0;0;0;
301;DEXTER JETTSTER;;Hey, ol' buddy!;INT. CORUSCANT, DEX'S DINER - MORNING;3;0;0;0;0;0;0;0;0;0;
302;OBI-WAN;;Hey, Dex.;INT. CORUSCANT, DEX'S DINER - MORNING;2;0;0;0;0;0;0;0;0;0;
303;DEXTER JETTSTER;;So, my friend. What can I do for ya?;INT. CORUSCANT, DEX'S DINER - MORNING;9;0;0;0;0;0;0;0;0;0;
304;OBI-WAN;;You can tell me what this is.;INT. CORUSCANT, DEX'S DINER - MORNING;7;0;0;0;0;0;0;0;0;0;
305;DEXTER JETTSTER;;Well, whattaya know...;INT. CORUSCANT, DEX'S DINER - MORNING;3;0;0;0;0;0;0;0;0;0;
306;DEXTER JETTSTER;;I ain't seen one of these since I was prospecting on Subterrel beyond the Outer Rim!;INT. CORUSCANT, DEX'S DINER - MORNING;16;0;0;0;0;0;0;0;0;0;
307;OBI-WAN;;Do you know where it came from ?;INT. CORUSCANT, DEX'S DINER - MORNING;8;0;0;0;0;0;0;0;0;0;
308;DEXTER JETTSTER;;This baby belongs to them cloners. What you got here is a Kamino Kyberdart.;INT. CORUSCANT, DEX'S DINER - MORNING;14;0;0;0;0;0;0;0;0;0;
309;OBI-WAN;;Kamino Kyberdart... I wonder why it didn't show up in any analysis archive.;INT. CORUSCANT, DEX'S DINER - MORNING;13;0;0;0;0;0;0;0;0;0;
310;DEXTER JETTSTER;;It's these funny little cuts on the side give it away... Those analysis droids you've got over there only focus on symbols, you know. I should think you Jedi would have more respect for the difference between knowledge and wisdom.;INT. CORUSCANT, DEX'S DINER - MORNING;40;0;0;0;0;0;0;0;0;0;
311;OBI-WAN;;Well, Dex, if droids could think, we wouldn't be here, would we? (laughing) Kamino... doesn't sound familiar. Is it part of the Republic?;INT. CORUSCANT, DEX'S DINER - MORNING;22;0;0;0;0;0;0;0;0;0;
312;DEXTER JETTSTER;;No, it's beyond the Outer Rim. I'd say about twelve parsecs outside the Rishi Maze, toward the south. It should be easy to find, even for those droids in your archive to find. Those Kaminoans keep to themselves. They're cloners. Damned good ones, too.;INT. CORUSCANT, DEX'S DINER - MORNING;44;0;0;0;0;0;0;0;0;0;
313;OBI-WAN;;Cloners? Are they friendly?;INT. CORUSCANT, DEX'S DINER - MORNING;4;0;0;0;0;0;0;0;0;0;
314;DEXTER JETTSTER;;It depends.;INT. CORUSCANT, DEX'S DINER - MORNING;2;0;0;0;0;0;0;0;0;0;
315;OBI-WAN;;On what, Dex?;INT. CORUSCANT, DEX'S DINER - MORNING;3;0;0;0;0;0;0;0;0;0;
316;DEXTER JETTSTER;;On how good your manners are... and how big your pocketbook is...;INT. CORUSCANT, DEX'S DINER - MORNING;12;0;0;0;0;0;0;0;0;0;
317;ANAKIN;;If I grew up here, I don't think I'd ever leave.;INT. CORUSCANT, DEX'S DINER - MORNING;11;0;0;0;0;0;0;0;0;0;
318;PADME;;(laughing) I doubt that.;INT. CORUSCANT, DEX'S DINER - MORNING;3;0;0;0;0;0;0;0;0;0;
319;ANAKIN;;No, really. When I started my training, I was very homesick and very lonely. This city and my Mom were the only pleasant things I had to think about... The problem was, the more I thought about my Mom, the worse I felt. But I would feel better if I thought about the palace - the way it shimmers in the sunlight - the way the air always smells of flowers...;INT. CORUSCANT, DEX'S DINER - MORNING;71;0;0;0;0;0;0;0;0;0;
320;PADME;;...and the soft sound of the distant waterfalls. The first time I saw the Capital, I was very young... I'd never seen a waterfall before. I though they were so beautiful... I never dreamed one day I'd live in the palace.;INT. CORUSCANT, DEX'S DINER - MORNING;41;0;0;0;0;0;0;0;0;0;
321;ANAKIN;;Well, tell me, did you dream of power and politics when you were a little girl?;INT. CORUSCANT, DEX'S DINER - MORNING;16;0;0;0;0;0;0;0;0;0;
322;PADME;;"(laughing) No! That was the last thing I thought of. My dream was to help in the ""Refugee Relief Movement."" I never thought of running for elected office. But the more history I studied, the more I realised how much good politicians could do. So when I was eight, I joined the ""Apprentice Legislators"", then later on became a Senatorial advisor, with such a passion that, before I knew it, I was elected Queen. Partly because I scored so high on my education certificate, but for the most part it was my conviction that reform was possible. I wasn't the youngest Queen ever elected, but now that I think back on it, I'm not sure I was old enough. I'm not sure I was ready.";INT. CORUSCANT, DEX'S DINER - MORNING;125;0;0;0;0;0;0;0;0;0;
323;ANAKIN;;The people you served thought you did a good job. I heard they tried to amend the Constitution so you could stay in office.;INT. CORUSCANT, DEX'S DINER - MORNING;24;0;0;0;0;0;0;0;0;0;
324;PADME;;Popular rule is not democracy, Annie. It gives the people what they want, not what they need. And, truthfully, I was relieved when my two terms were up. So were my parents. They worried About me during the blockade and couldn't wait for it all to be over. Actually, I was hoping to have a family by now... My sisters have the most amazing, wonderful kids... but when the Queen asked me to serve as Senator, I couldn't refuse her.;INT. CORUSCANT, DEX'S DINER - MORNING;80;0;0;0;0;0;0;0;0;0;
